Sub Status,city,state,american express/premium      ,american express/regular      ,discover/premium              ,discover/regular              ,other card/premium            ,other card/regular            ,store or retail/regular       ,visa/regular                  ,mastercard/regular            ,person 1: technology adoption ,person 1: health well being   ,act/int: wine lovers          ,act/int: do-it-yourselfers    ,act/int:home improve spenders ,act/int: hunting enthusiasts  ,buyer: laptop owners          ,buyer: security sys owners    ,buyer: coupon users           ,buyer: warehouse club members ,lifestyle: life ins policy    ,lifestyle: medical policy     ,lifestyle: medicare policy    ,act/int:video gamer           ,act/int:eats family restaurant,act/int:eats fast food        ,act/int: cat owners           ,act/int: dog owners           ,style: high freq domestic vac ,style: high freq foreign vac  
Active,TYLER,TX,,,,,,,,,,2,4,,37,38,17,31,49,54,60,57,58,0,14,78,45,53,48,16,13
Expired/Cancelled,CITRUS HEIGHTS,CA,,,,,,,,,,1,4,,31,35,21,39,60,16,51,60,60,0,11,29,36,47,51,49,43
Active,WEST HILLS,CA,,,,,,,,,,2,3,,33,48,32,43,58,43,46,55,52,0,15,66,32,52,66,40,58
Expired/Cancelled,UPPER SADDLE RIVER,NJ,U,U,U,U,U,Y,U,U,U,2,4,,33,23,25,37,38,48,30,45,45,0,26,93,66,66,37,16,10
Active,AGUADA,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,LOIZA,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SAN JUAN,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,GUAYNABO,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,GREAT BARRINGTON,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WORCESTER,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FRAMINGHAM,MA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,DANVERS,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,COHASSET,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CAMBRIDGE,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MEDFORD,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,WEYMOUTH,MA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PEMBROKE,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BROOKLINE,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WALTHAM,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,WELLESLEY,MA,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HARWICH,MA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,NEW BEDFORD,MA,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,NORTH SMITHFIELD,RI,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,LONDONDERRY,NH,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EPSOM,NH,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOW,NH,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SANFORD,ME,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PORTLAND,ME,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,STOCKTON SPRINGS,ME,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEWPORT,VT,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,
Active,WESTFORD,MA,,,,,,,,,,1,4,,33,23,29,32,47,38,39,54,49,0,29,74,68,72,53,14,9
Expired/Cancelled,AUSTIN,TX,U,U,U,U,U,Y,U,U,U,2,4,,25,29,23,25,48,52,40,44,46,0,40,96,58,68,32,15,8
Expired/Cancelled,OGDEN,UT,,,,,,,,,,2,4,,33,50,32,42,60,29,43,52,52,0,39,70,41,53,66,38,44
Active,NOLENSVILLE,TN,U,U,U,U,U,U,U,U,U,3,3,,37,59,24,40,20,45,18,28,39,0,33,35,16,45,28,31,80
Expired/Cancelled,PLANO,TX,,,,,,,,,,2,4,,77,56,22,7,68,44,49,64,40,0,16,70,51,86,80,12,9
Expired/Cancelled,PLYMOUTH,MA,,,,,,,,,,3,3,,67,7,21,74,32,60,33,18,25,0,98,44,99,51,87,26,46
Active,WESTPORT,CT,,,,,,,,,,3,4,,30,9,29,13,17,48,18,23,15,0,59,88,79,68,40,6,1
Expired/Cancelled,SAN FRANCISCO,CA,U,U,U,U,U,U,U,U,U,1,4,,37,69,31,18,61,72,36,63,54,0,12,73,27,66,37,21,32
Expired/Cancelled,SAN JOSE,CA,U,U,U,U,U,Y,U,U,U,1,5,,55,56,41,42,65,15,66,95,96,0,8,15,52,87,67,68,52
Expired/Cancelled,PLEASANTON,KS,,,,,,,,,,1,5,,30,43,1,74,84,85,91,60,57,0,55,71,75,4,27,65,61
Expired/Cancelled,MIAMI,FL,,,,,,,,,,1,4,,41,58,48,15,69,59,57,61,54,0,15,74,58,68,89,11,4
Active,YARMOUTH PORT,MA,U,U,U,U,U,Y,U,U,U,1,3,,24,31,16,42,52,60,67,55,56,0,44,24,65,61,46,40,47
Active,STATEN ISLAND,NY,U,U,U,U,U,U,U,U,U,3,3,,44,58,71,43,56,7,51,79,88,0,34,17,21,41,59,29,61
Expired/Cancelled,DURAND,MI,U,Y,U,U,U,Y,U,U,U,4,1,,34,51,2,37,65,73,73,58,59,0,43,42,38,6,30,70,98
Expired/Cancelled,FORT MYERS,FL,Y,Y,U,U,Y,Y,U,Y,Y,1,3,,80,61,25,41,75,48,49,65,53,0,44,64,49,82,80,21,11
Active,MIAMI,FL,,,,,,,,,,4,2,,75,16,69,66,20,47,28,23,16,0,99,78,99,70,88,4,3
Expired/Cancelled,NAPLES,FL,U,U,U,U,U,Y,U,U,U,3,2,,74,20,16,76,22,78,5,12,14,0,96,51,98,54,86,23,10
Active,NAPLES,FL,,,,,,,,,,4,2,,36,37,41,48,65,40,41,37,49,0,73,42,84,34,67,49,40
Active,FORT WORTH,TX,,,,,,,,,,1,4,,26,9,30,14,15,36,3,15,4,0,52,68,74,42,48,4,2
Expired/Cancelled,WAYLAND,MA,,,,,,,,,,1,4,,46,54,33,12,62,73,37,56,52,0,41,74,67,61,54,19,12
Expired/Cancelled,WYNNEWOOD,PA,,,,,,,,,,1,3,,82,57,22,10,69,27,44,59,40,0,40,68,62,86,81,13,5
Active,SAINT LOUIS,MO,U,U,U,U,U,Y,U,Y,U,3,3,,21,30,20,40,31,22,20,26,29,0,23,36,42,59,60,19,5
Active,PARK CITY,UT,,,,,,,,,,2,4,,36,56,32,22,65,46,34,75,74,0,10,50,20,63,62,34,19
Expired/Cancelled,ATLANTA,GA,,,,,,,,,,2,4,,69,83,52,1,75,84,66,63,54,0,23,98,69,86,96,1,7
Active,NEW YORK,NY,,,,,,,,,,2,4,,50,58,47,45,40,50,38,64,44,0,25,92,33,67,87,3,1
Active,ELK GROVE,CA,,,,,,,,,,1,3,,43,50,19,13,65,3,63,62,62,0,7,47,28,27,35,32,83
Active,HOUSTON,TX,,,,,,,,,,1,5,,99,88,50,76,99,60,70,62,72,0,87,77,99,72,99,46,46
Expired/Cancelled,BEVERLY HILLS,CA,,,,,,,,,,1,4,,31,22,30,12,42,26,36,60,38,0,27,43,69,55,54,13,11
Expired/Cancelled,AUSTIN,TX,U,U,U,U,U,U,U,U,U,1,4,,31,23,25,21,42,22,29,50,38,0,58,27,76,54,56,12,4
Expired/Cancelled,GLEN RIDGE,NJ,U,Y,U,U,U,Y,U,U,U,2,4,,15,45,22,11,30,27,28,46,44,0,31,71,37,64,28,3,30
Expired/Cancelled,ROSEVILLE,CA,,,,,,,,,,1,4,,32,50,31,36,60,29,43,52,52,0,11,71,28,38,67,27,41
Expired/Cancelled,MCHENRY,IL,U,U,U,U,U,U,U,U,U,2,1,,27,47,21,57,64,43,63,45,53,0,35,49,63,30,63,73,59
Expired/Cancelled,LOOKOUT MOUNTAIN,TN,,,,,,,,,,3,4,,30,9,29,31,14,48,21,20,10,0,72,95,86,66,37,7,2
Active,ATLANTA,GA,,,,,,,,,,1,5,,38,84,48,57,44,44,41,18,33,0,54,31,22,84,92,36,43
Expired/Cancelled,SAN CARLOS,CA,U,U,U,U,U,U,U,U,U,2,4,,29,40,32,10,41,48,13,33,22,0,51,92,73,51,41,13,7
Expired/Cancelled,UTUADO,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HUMACAO,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,SAN JUAN,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,TRUJILLO ALTO,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,GARDNER,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,WORCESTER,MA,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Active,SOUTHBOROUGH,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SALISBURY,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,NORFOLK,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,CAMBRIDGE,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,BRAINTREE,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PLYMPTON,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLINE,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WORCESTER,MA,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BILLERICA,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PEABODY,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,CAMBRIDGE,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,MILTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BOSTON,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,LEXINGTON,MA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,WALTHAM,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEWTON,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,CUMMAQUID,MA,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,
Active,ATTLEBORO,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BRISTOL,RI,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,
Active,PROVIDENCE,RI,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,NASHUA,NH,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,CONCORD,NH,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,HAMPTON,NH,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WESTBROOK,ME,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,
Active,SOUTHWEST HARBOR,ME,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,WAITSFIELD,VT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,AVON,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FARMINGTON,CT,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,WEST HARTFORD,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,MERIDEN,CT,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EAST HAVEN,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,DARIEN,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,OLD GREENWICH,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WILTON,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,STAMFORD,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,STAMFORD,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CEDAR GROVE,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HOBOKEN,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PARSIPPANY,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WARREN,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SHORT HILLS,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WESTFIELD,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ELIZABETH,NJ,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,JERSEY CITY,NJ,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,MAHWAH,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HAWTHORNE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PARAMUS,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ASBURY PARK,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SPRING LAKE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FLORHAM PARK,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,BERLIN,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,MOUNT LAUREL,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BELLE MEAD,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,TRENTON,NJ,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,BRIDGEWATER,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EDISON,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,LEBANON,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,APO,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,STATEN ISLAND,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BRONX,NY,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,OSSINING,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,YONKERS,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BLAUVELT,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,VALLEY COTTAGE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,ASTORIA,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,BROOKLYN,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,FLUSHING,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WOODSIDE,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SPRINGFIELD GARDENS,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,LYNBROOK,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WESTBURY,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,DEER PARK,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MELVILLE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,HAUPPAUGE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WOODBURY,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,COBLESKILL,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,KINGSTON,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WAPPINGERS FALLS,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SYRACUSE,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,BRIDGEPORT,CT,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,GREENWICH,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WESTPORT,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,STAMFORD,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,STAMFORD,CT,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,AVENEL,NJ,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CLIFTON,NJ,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MONTCLAIR,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PARSIPPANY,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,EAST RUTHERFORD,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SOUTH ORANGE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,MOUNTAINSIDE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,JERSEY CITY,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,JERSEY CITY,NJ,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,OAKLAND,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HAWTHORNE,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,RIVER EDGE,NJ,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,LONG BRANCH,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MOUNT ARLINGTON,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,GLADSTONE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HADDONFIELD,NJ,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,MEDFORD,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EAST WINDSOR,NJ,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FORKED RIVER,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,BRIDGEWATER,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,EDISON,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PHILLIPSBURG,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,APO,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,STATEN ISLAND,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BRONX,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,PORT CHESTER,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,BRONXVILLE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MIDDLETOWN,NY,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,
Active,GEORGETOWN,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SUNNYNIDE,NY,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,BROOKLYN,NY,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,
